,나이__은행마케팅.csv,직업__은행마케팅.csv,혼인여부__은행마케팅.csv,학업__은행마케팅.csv,신용카드 소지 여부__은행마케팅.csv,연봉__은행마케팅.csv,집담보 대출__은행마케팅.csv,기타 대출__은행마케팅.csv,연락 방법__은행마케팅.csv,최근 연락한 날 (일)__은행마케팅.csv,최근 연락한 날 (월)__은행마케팅.csv,최근 연락 기간__은행마케팅.csv,최근 켐페인 참가 여부__은행마케팅.csv,최근 켐페인 이후 시간 소요 (일)__은행마케팅.csv,최근 켐페인 이후 연락 횟수__은행마케팅.csv,이전 마케팅 성공 여부 __은행마케팅.csv,과금 여부__은행마케팅.csv
7096,49,management,single,tertiary,no,354,yes,no,unknown,19,may,166,3,-1,0,unknown,1
7097,43,retired,single,secondary,no,53,no,no,telephone,5,feb,305,4,-1,0,unknown,1
7098,55,admin.,married,tertiary,no,59,yes,no,cellular,11,may,51,1,305,1,failure,1
7099,46,blue-collar,married,primary,no,575,no,no,cellular,25,aug,129,3,-1,0,unknown,1
7100,50,entrepreneur,married,primary,no,199,no,no,cellular,11,may,228,2,363,2,failure,1
7101,40,admin.,married,secondary,no,5087,yes,no,cellular,13,apr,455,2,-1,0,unknown,1
7102,29,technician,single,secondary,no,290,yes,yes,cellular,8,jul,293,1,-1,0,unknown,1
7103,59,technician,married,secondary,no,116,no,no,cellular,12,aug,398,4,422,3,failure,2
7104,60,housemaid,married,secondary,no,874,no,no,cellular,8,jul,861,3,-1,0,unknown,1
7105,47,self-employed,married,tertiary,no,917,no,no,cellular,6,feb,518,3,212,5,failure,1
7106,33,management,married,tertiary,no,752,yes,no,cellular,11,aug,104,4,-1,0,unknown,1
7107,53,housemaid,married,secondary,no,1103,no,no,cellular,22,jul,274,6,-1,0,unknown,1
7108,51,technician,married,secondary,no,223,no,no,cellular,6,aug,132,3,-1,0,unknown,1
7109,34,technician,married,tertiary,no,8463,no,no,cellular,13,aug,80,2,-1,0,unknown,1
7110,56,services,married,primary,no,219,yes,no,unknown,7,may,130,4,-1,0,unknown,1
7111,53,unemployed,married,secondary,no,582,yes,no,unknown,8,may,96,2,-1,0,unknown,1
7112,52,blue-collar,married,secondary,no,184,yes,no,unknown,3,jul,92,1,-1,0,unknown,1
7113,47,unknown,single,unknown,no,1819,no,no,cellular,1,jun,180,1,-1,0,unknown,1
7114,38,blue-collar,married,secondary,no,1434,no,no,unknown,6,jun,396,4,-1,0,unknown,1
7115,24,services,married,secondary,no,183,yes,no,cellular,18,may,453,4,-1,0,unknown,1
7116,41,blue-collar,married,secondary,no,153,yes,no,unknown,27,may,389,1,-1,0,unknown,1
7117,35,technician,married,secondary,no,1387,yes,no,unknown,20,may,114,1,-1,0,unknown,1
7118,45,technician,married,secondary,no,639,yes,no,unknown,13,may,192,1,-1,0,unknown,1
7119,44,management,married,tertiary,no,13853,yes,no,cellular,18,nov,1329,3,-1,0,unknown,1
7120,44,management,divorced,primary,no,641,yes,no,cellular,5,feb,79,2,269,3,other,1
7121,31,unemployed,married,secondary,no,296,yes,no,unknown,20,may,378,3,-1,0,unknown,1
7122,42,management,divorced,tertiary,no,1622,yes,no,cellular,12,aug,158,2,-1,0,unknown,1
7123,54,management,married,tertiary,no,6525,yes,no,cellular,19,nov,133,1,170,3,failure,1
7124,31,admin.,single,tertiary,no,2004,no,no,cellular,19,nov,117,1,-1,0,unknown,1
7125,27,admin.,married,tertiary,no,565,yes,no,cellular,2,jul,148,1,-1,0,unknown,1
7126,36,management,married,tertiary,no,753,no,no,cellular,16,apr,76,4,-1,0,unknown,1
7127,46,technician,divorced,secondary,no,435,yes,no,unknown,15,may,192,3,-1,0,unknown,1
7128,57,blue-collar,married,primary,no,211,yes,no,cellular,3,apr,239,2,-1,0,unknown,1
7129,30,blue-collar,single,secondary,no,178,yes,no,unknown,20,may,747,5,-1,0,unknown,1
7130,46,technician,divorced,secondary,no,772,yes,no,unknown,23,may,488,1,-1,0,unknown,1
7131,32,self-employed,married,secondary,no,610,yes,no,unknown,28,may,75,6,-1,0,unknown,1
7132,27,management,single,tertiary,no,1081,no,yes,cellular,30,jan,158,3,206,2,other,1
7133,26,blue-collar,single,secondary,no,78,no,no,telephone,28,jan,43,1,-1,0,unknown,1
7134,29,blue-collar,single,secondary,no,336,yes,no,cellular,4,feb,197,1,-1,0,unknown,1
7135,46,blue-collar,married,primary,no,1291,yes,no,cellular,14,may,142,3,259,17,failure,1
7136,61,management,married,tertiary,no,175,no,no,telephone,4,feb,79,2,183,2,success,1
7137,67,retired,married,unknown,no,714,no,no,cellular,9,sep,372,1,-1,0,unknown,1
7138,33,management,married,tertiary,no,322,yes,no,cellular,16,apr,77,3,-1,0,unknown,1
7139,28,blue-collar,single,secondary,no,67,no,no,cellular,3,feb,20,5,-1,0,unknown,1
7140,48,services,married,secondary,no,116,yes,no,telephone,20,apr,70,4,-1,0,unknown,1
7141,58,management,married,tertiary,no,4152,yes,no,cellular,13,may,76,7,13,6,success,1
7142,41,management,single,unknown,no,335,no,no,cellular,30,jul,44,4,-1,0,unknown,1
7143,31,technician,single,tertiary,no,424,no,no,cellular,29,jan,106,1,161,2,failure,1
7144,47,services,married,secondary,no,1306,yes,no,unknown,9,may,252,4,-1,0,unknown,1
7145,34,management,divorced,tertiary,no,70,yes,no,unknown,22,jul,5,1,701,6,other,1
7146,78,retired,divorced,secondary,no,3417,no,no,cellular,12,may,309,1,181,1,success,2
7147,47,blue-collar,divorced,primary,no,556,yes,no,unknown,14,may,227,4,-1,0,unknown,1
7148,46,admin.,divorced,secondary,no,2515,yes,yes,unknown,15,may,65,1,-1,0,unknown,1
7149,47,blue-collar,married,secondary,no,2787,no,no,cellular,11,aug,479,1,-1,0,unknown,2
7150,52,blue-collar,married,primary,no,1949,no,no,cellular,14,aug,108,2,-1,0,unknown,1
7151,40,services,married,primary,no,332,yes,no,unknown,8,may,149,1,-1,0,unknown,1
7152,31,technician,married,secondary,no,4941,yes,no,unknown,23,may,504,1,-1,0,unknown,1
7153,35,services,married,secondary,no,2179,no,no,cellular,20,apr,207,1,-1,0,unknown,1
7154,35,unemployed,single,secondary,no,3854,yes,no,cellular,18,nov,132,2,-1,0,unknown,1
7155,54,blue-collar,married,primary,no,1895,yes,no,cellular,17,apr,345,1,-1,0,unknown,1
7156,45,management,married,primary,no,2690,no,no,telephone,29,jul,145,4,-1,0,unknown,1
7157,38,management,married,primary,no,1365,yes,no,unknown,5,jun,224,1,-1,0,unknown,1
7158,57,blue-collar,married,secondary,no,221,yes,no,unknown,9,may,122,2,-1,0,unknown,1
7159,25,student,single,secondary,no,469,no,no,cellular,24,feb,524,1,187,2,success,1
7160,44,management,married,secondary,no,13054,yes,no,cellular,11,may,471,2,174,12,other,1
7161,41,management,divorced,tertiary,no,107,yes,no,cellular,17,jul,122,17,-1,0,unknown,1
7162,35,management,married,tertiary,no,298,yes,no,unknown,3,jun,281,7,-1,0,unknown,1
7163,30,technician,single,tertiary,no,236,yes,no,unknown,16,may,197,1,-1,0,unknown,1
7164,38,management,married,tertiary,no,5506,no,no,cellular,20,nov,74,1,-1,0,unknown,1
7165,37,services,married,secondary,no,1399,yes,no,cellular,17,apr,420,1,-1,0,unknown,1
7166,35,blue-collar,married,primary,no,51,yes,no,unknown,28,may,593,2,-1,0,unknown,1
7167,42,admin.,divorced,secondary,no,153,yes,no,unknown,16,may,844,1,-1,0,unknown,2
7168,33,management,married,tertiary,no,3669,yes,no,cellular,17,apr,370,1,-1,0,unknown,1
7169,42,self-employed,married,tertiary,no,6383,no,no,cellular,27,aug,111,5,-1,0,unknown,1
7170,43,blue-collar,married,primary,no,479,yes,no,cellular,14,may,293,2,370,2,failure,1
7171,22,student,single,secondary,no,280,yes,no,unknown,2,jul,63,4,-1,0,unknown,1
7172,46,admin.,married,unknown,no,2115,yes,no,unknown,20,jun,10,3,-1,0,unknown,1
7173,44,services,married,secondary,no,1357,yes,yes,unknown,5,may,250,1,-1,0,unknown,1
7174,41,entrepreneur,married,tertiary,no,70,no,no,unknown,31,may,14,1,557,1,failure,1
7175,28,blue-collar,married,secondary,no,228,yes,no,unknown,3,jun,328,9,-1,0,unknown,1
7176,31,services,single,secondary,no,1510,yes,no,cellular,13,may,72,4,176,1,failure,1
7177,33,blue-collar,single,primary,no,910,yes,no,cellular,20,apr,42,1,-1,0,unknown,1
7178,34,blue-collar,married,secondary,no,457,yes,yes,unknown,27,may,188,1,-1,0,unknown,1
7179,31,admin.,divorced,tertiary,no,146,yes,no,unknown,16,may,297,1,-1,0,unknown,1
7180,24,blue-collar,single,secondary,no,476,yes,no,unknown,4,jun,161,1,-1,0,unknown,1
7181,51,housemaid,divorced,primary,no,336,no,no,unknown,17,jun,105,1,-1,0,unknown,1
7182,49,retired,married,primary,no,192,no,no,cellular,10,jul,227,1,-1,0,unknown,1
7183,35,services,married,secondary,no,63,no,yes,cellular,10,jul,480,4,-1,0,unknown,1
7184,34,management,single,tertiary,no,681,no,no,cellular,6,aug,637,2,-1,0,unknown,2
7185,30,services,single,secondary,no,432,yes,no,unknown,20,may,340,3,-1,0,unknown,1
7186,49,blue-collar,married,secondary,no,90,yes,no,unknown,7,may,127,1,-1,0,unknown,1
7187,37,management,single,tertiary,no,230,yes,yes,unknown,6,may,374,1,-1,0,unknown,1
7188,57,retired,married,secondary,no,3545,yes,no,unknown,14,may,138,2,-1,0,unknown,1
7189,28,blue-collar,single,tertiary,no,1984,yes,no,cellular,10,aug,89,1,98,3,failure,1
7190,56,entrepreneur,divorced,tertiary,no,386,no,no,cellular,21,nov,65,4,-1,0,unknown,1
7191,43,blue-collar,married,secondary,no,1127,yes,no,cellular,17,apr,126,3,345,2,other,1
7192,44,self-employed,married,tertiary,no,430,yes,no,cellular,11,jul,221,2,-1,0,unknown,1
7193,58,retired,married,secondary,no,1172,no,no,cellular,31,jul,86,1,-1,0,unknown,1
7194,45,entrepreneur,single,tertiary,no,1410,yes,no,unknown,14,may,44,8,-1,0,unknown,1
7195,43,services,divorced,secondary,no,206,yes,no,unknown,14,may,436,1,-1,0,unknown,1
7196,34,technician,married,secondary,no,51,yes,no,unknown,5,may,19,2,-1,0,unknown,1
7197,53,admin.,single,secondary,no,2398,yes,no,cellular,2,aug,317,1,180,2,failure,2
7198,28,technician,single,tertiary,no,172,yes,yes,cellular,2,feb,194,2,-1,0,unknown,1
7199,33,technician,married,tertiary,no,1126,yes,no,unknown,6,sep,11,1,490,5,other,1
7200,83,retired,married,tertiary,no,6236,no,no,cellular,12,oct,766,1,62,3,failure,1
7201,48,entrepreneur,married,unknown,no,2550,yes,no,unknown,14,may,175,3,-1,0,unknown,1
7202,34,admin.,married,secondary,no,635,yes,no,unknown,26,may,247,1,-1,0,unknown,1
7203,32,self-employed,married,tertiary,no,1464,no,no,telephone,14,aug,133,2,-1,0,unknown,1
7204,33,blue-collar,single,primary,no,599,yes,no,unknown,21,may,29,1,-1,0,unknown,1
7205,39,blue-collar,single,secondary,no,1967,no,no,unknown,18,jun,156,9,-1,0,unknown,1
7206,43,management,married,tertiary,no,1993,no,no,cellular,19,nov,37,1,174,1,failure,1
7207,34,technician,married,secondary,no,1641,yes,no,cellular,17,apr,380,1,-1,0,unknown,1
7208,27,student,single,tertiary,no,118,no,no,cellular,25,may,112,1,-1,0,unknown,1
7209,34,blue-collar,married,secondary,no,518,yes,no,cellular,11,may,206,1,-1,0,unknown,1
7210,39,entrepreneur,married,secondary,no,3471,yes,no,cellular,27,may,113,1,-1,0,unknown,1
7211,32,management,single,tertiary,no,124,no,no,cellular,4,feb,87,2,-1,0,unknown,1
7212,53,admin.,married,secondary,no,263,no,yes,cellular,18,jul,143,7,-1,0,unknown,1
7213,58,retired,married,tertiary,no,2577,yes,yes,unknown,15,may,290,3,-1,0,unknown,1
7214,33,blue-collar,married,secondary,no,524,yes,no,unknown,23,may,156,2,-1,0,unknown,1
7215,34,technician,married,secondary,no,1075,yes,no,cellular,11,may,460,1,-1,0,unknown,1
7216,49,entrepreneur,married,secondary,no,89,yes,no,cellular,12,may,351,1,-1,0,unknown,1
7217,48,self-employed,married,secondary,no,884,yes,no,cellular,31,jul,118,2,-1,0,unknown,1
7218,34,technician,married,secondary,no,883,no,no,telephone,3,feb,166,2,173,3,failure,1
7219,43,management,divorced,tertiary,no,99,no,no,cellular,29,jan,24,3,-1,0,unknown,1
7220,45,services,married,secondary,no,133,no,no,cellular,21,nov,358,3,-1,0,unknown,1
7221,60,retired,married,secondary,no,404,no,no,cellular,21,aug,335,2,-1,0,unknown,1
7222,32,management,single,secondary,no,131,yes,yes,cellular,23,jul,1152,2,-1,0,unknown,2
7223,39,management,divorced,tertiary,no,452,yes,no,unknown,12,jun,232,2,-1,0,unknown,1
7224,55,retired,married,primary,no,3876,no,no,cellular,21,nov,54,1,-1,0,unknown,1
7225,69,retired,married,unknown,no,426,no,no,telephone,9,mar,225,1,90,1,success,2
7226,75,retired,married,primary,no,358,no,no,cellular,17,feb,364,11,-1,0,unknown,2
7227,51,blue-collar,married,secondary,no,2918,no,no,cellular,5,aug,193,2,-1,0,unknown,1
7228,49,technician,married,tertiary,no,1077,yes,no,cellular,21,nov,79,4,-1,0,unknown,1
7229,33,admin.,married,secondary,no,519,yes,no,telephone,6,may,175,1,-1,0,unknown,1
7230,40,services,married,secondary,no,51,yes,no,cellular,11,may,50,1,-1,0,unknown,1
7231,31,services,single,secondary,no,605,yes,no,unknown,28,may,222,1,-1,0,unknown,1
7232,38,student,single,tertiary,no,1523,yes,no,unknown,5,jun,17,16,-1,0,unknown,1
7233,39,technician,single,secondary,no,1435,no,no,cellular,17,jun,383,1,296,19,other,2
7234,39,blue-collar,divorced,primary,no,3970,yes,no,cellular,18,nov,56,1,-1,0,unknown,1
7235,48,management,married,unknown,no,1103,yes,no,unknown,15,may,52,1,-1,0,unknown,1
7236,42,management,married,tertiary,no,8794,yes,no,unknown,29,may,166,3,-1,0,unknown,1
7237,31,blue-collar,married,secondary,no,671,yes,no,unknown,18,jun,704,4,-1,0,unknown,2
7238,32,technician,married,tertiary,no,3850,yes,no,cellular,20,apr,63,4,-1,0,unknown,1
7239,31,admin.,married,secondary,no,84,yes,no,cellular,22,jul,580,3,-1,0,unknown,1
7240,36,blue-collar,married,unknown,no,3783,no,no,unknown,9,jun,113,1,-1,0,unknown,1
7241,53,blue-collar,married,primary,no,436,yes,no,unknown,29,may,154,1,-1,0,unknown,1
7242,23,technician,married,secondary,no,8254,yes,no,unknown,29,may,409,3,-1,0,unknown,1
7243,27,blue-collar,single,secondary,no,535,no,no,cellular,13,may,159,1,87,3,success,2
7244,52,blue-collar,single,primary,no,1837,yes,no,cellular,21,nov,217,1,-1,0,unknown,1
7245,56,admin.,married,secondary,no,2796,no,no,telephone,31,jul,39,3,-1,0,unknown,1
7246,36,management,married,tertiary,no,6153,no,no,telephone,17,nov,240,3,-1,0,unknown,1
7247,40,services,married,secondary,no,900,yes,yes,cellular,14,jul,84,2,-1,0,unknown,1
7248,33,services,married,secondary,no,881,yes,no,unknown,21,may,67,5,-1,0,unknown,1
7249,58,housemaid,married,primary,no,258,no,no,unknown,9,jun,174,1,-1,0,unknown,1
7250,55,technician,married,primary,no,938,no,yes,cellular,19,nov,742,1,-1,0,unknown,1
7251,30,management,married,tertiary,no,131,yes,no,cellular,11,aug,384,6,-1,0,unknown,2
7252,38,blue-collar,single,primary,no,3132,no,no,cellular,5,feb,304,1,-1,0,unknown,1
7253,35,blue-collar,single,secondary,no,270,yes,no,cellular,17,apr,216,1,-1,0,unknown,1
7254,37,blue-collar,married,secondary,no,790,no,no,unknown,9,may,262,1,-1,0,unknown,1
7255,30,technician,single,tertiary,no,6683,no,no,cellular,30,jan,180,1,-1,0,unknown,1
7256,66,management,married,tertiary,no,1048,yes,no,cellular,23,jun,971,2,-1,0,unknown,1
7257,35,housemaid,married,tertiary,no,11219,no,no,cellular,23,feb,135,1,195,3,failure,1
7258,53,management,married,secondary,no,218,yes,no,cellular,12,may,27,6,344,12,failure,1
7259,45,management,married,tertiary,no,726,yes,yes,cellular,18,jul,199,1,-1,0,unknown,1
7260,36,management,married,tertiary,no,5367,no,no,cellular,31,aug,324,1,455,2,failure,1
7261,49,management,divorced,secondary,no,4908,no,no,cellular,31,jul,42,4,-1,0,unknown,1
7262,36,blue-collar,married,primary,no,8135,yes,no,unknown,20,may,522,1,-1,0,unknown,1
7263,30,technician,single,tertiary,no,655,no,no,cellular,26,apr,212,1,202,2,success,2
7264,84,retired,married,primary,no,1702,no,no,telephone,26,aug,185,1,-1,0,unknown,1
7265,52,management,married,tertiary,no,291,no,no,cellular,21,aug,150,3,-1,0,unknown,1
7266,29,services,single,secondary,no,1357,no,yes,unknown,1,jul,200,1,-1,0,unknown,1
7267,31,admin.,single,secondary,no,410,no,no,cellular,23,apr,342,1,-1,0,unknown,2
7268,52,blue-collar,married,secondary,no,409,no,no,cellular,8,aug,137,2,-1,0,unknown,1
7269,38,blue-collar,married,primary,no,265,no,no,unknown,17,jun,854,3,-1,0,unknown,1
7270,51,blue-collar,divorced,primary,no,886,no,no,unknown,17,jun,167,1,-1,0,unknown,1
7271,29,technician,single,secondary,no,401,yes,no,cellular,5,feb,127,2,-1,0,unknown,1
7272,59,retired,married,secondary,no,667,no,no,cellular,20,nov,486,1,-1,0,unknown,1
7273,68,retired,married,tertiary,no,2812,no,no,cellular,3,feb,279,2,181,1,failure,2
7274,42,blue-collar,divorced,primary,no,1563,yes,no,cellular,14,may,164,2,364,1,failure,1
7275,52,management,married,secondary,no,335,no,no,cellular,21,oct,411,1,182,1,failure,2
7276,52,unemployed,married,primary,no,425,no,no,unknown,19,jun,122,1,-1,0,unknown,1
7277,46,blue-collar,married,secondary,no,3999,no,no,cellular,20,nov,202,1,-1,0,unknown,1
7278,33,admin.,single,secondary,no,4436,yes,no,unknown,26,may,81,6,-1,0,unknown,1
7279,40,admin.,married,secondary,no,149,yes,no,cellular,11,jul,159,1,-1,0,unknown,1
7280,38,management,married,tertiary,no,980,no,no,unknown,3,jun,662,5,-1,0,unknown,1
7281,33,unemployed,divorced,secondary,no,385,no,no,telephone,27,aug,29,28,-1,0,unknown,1
7282,57,housemaid,married,primary,no,1142,no,no,cellular,5,aug,238,2,-1,0,unknown,1
7283,52,retired,married,secondary,no,603,no,yes,unknown,9,jun,79,1,-1,0,unknown,1
7284,34,blue-collar,single,tertiary,no,1168,no,no,cellular,6,feb,163,2,-1,0,unknown,1
7285,43,services,married,secondary,no,1220,no,no,cellular,28,jul,307,2,-1,0,unknown,1
7286,34,blue-collar,married,secondary,no,175,yes,no,cellular,14,may,50,2,364,2,failure,1
7287,42,blue-collar,married,secondary,no,3743,yes,no,unknown,14,may,136,1,-1,0,unknown,1
7288,34,management,married,tertiary,no,4714,yes,yes,cellular,11,may,123,2,-1,0,unknown,1
7289,49,management,divorced,tertiary,no,112,no,no,cellular,25,aug,62,10,-1,0,unknown,1
7290,32,management,single,tertiary,no,156,yes,no,cellular,4,feb,82,2,246,6,failure,1
7291,37,management,married,tertiary,no,897,no,no,unknown,20,may,182,1,-1,0,unknown,1
7292,44,blue-collar,married,secondary,no,6491,yes,no,unknown,29,may,244,1,-1,0,unknown,1
7293,26,blue-collar,single,secondary,no,1006,yes,no,cellular,14,may,667,1,-1,0,unknown,2
7294,39,blue-collar,married,secondary,no,300,yes,no,cellular,14,may,506,1,-1,0,unknown,1
7295,53,management,married,tertiary,no,811,no,no,cellular,28,jan,405,3,-1,0,unknown,1
7296,53,technician,divorced,secondary,no,2156,yes,no,cellular,23,jul,671,4,-1,0,unknown,1
7297,20,student,single,secondary,no,602,yes,no,cellular,6,may,373,4,-1,0,unknown,1
7298,27,management,single,tertiary,no,7944,yes,no,cellular,15,may,99,3,346,1,other,1
7299,27,technician,married,secondary,no,594,yes,no,unknown,27,jun,433,4,-1,0,unknown,1
7300,54,management,divorced,tertiary,no,380,no,yes,cellular,10,dec,501,1,188,2,success,1
7301,36,blue-collar,married,primary,no,1580,yes,no,cellular,14,jul,615,3,-1,0,unknown,1
7302,32,management,single,tertiary,no,2619,yes,no,unknown,26,may,123,14,-1,0,unknown,1
7303,41,services,married,unknown,no,1236,yes,no,cellular,2,apr,229,2,-1,0,unknown,1
7304,30,unemployed,single,tertiary,no,306,no,no,cellular,6,feb,90,6,256,14,failure,1
7305,49,management,married,secondary,no,543,yes,no,unknown,20,may,213,3,-1,0,unknown,1
7306,23,student,single,secondary,no,4126,no,no,cellular,25,mar,96,2,-1,0,unknown,2
7307,38,management,divorced,tertiary,no,4335,yes,no,cellular,18,may,157,7,179,1,failure,1
7308,36,management,married,tertiary,no,61,no,yes,cellular,19,aug,452,2,-1,0,unknown,1
7309,29,blue-collar,single,secondary,no,783,yes,no,unknown,13,may,166,1,-1,0,unknown,1
7310,32,services,married,secondary,no,580,yes,no,cellular,30,apr,69,1,-1,0,unknown,1
7311,53,blue-collar,married,primary,no,2135,no,no,cellular,4,feb,152,2,-1,0,unknown,1
7312,30,unemployed,married,tertiary,no,330,no,no,cellular,14,apr,111,1,-1,0,unknown,2
7313,42,technician,divorced,secondary,no,2861,no,no,cellular,22,aug,30,5,-1,0,unknown,1
7314,37,management,married,tertiary,no,1315,no,no,cellular,30,jun,224,1,-1,0,unknown,2
7315,46,blue-collar,single,secondary,no,338,yes,no,cellular,20,apr,178,4,-1,0,unknown,1
7316,39,admin.,married,secondary,no,3047,yes,no,cellular,11,may,279,1,370,2,failure,1
7317,46,unknown,married,unknown,no,677,no,no,cellular,3,feb,425,1,82,1,failure,1
7318,38,management,divorced,tertiary,no,554,no,no,cellular,12,aug,138,4,-1,0,unknown,1
7319,47,services,single,secondary,no,591,no,no,cellular,29,jul,397,1,-1,0,unknown,1
7320,32,services,divorced,secondary,no,130,yes,no,cellular,30,jan,194,3,-1,0,unknown,1
7321,46,services,married,secondary,no,198,no,yes,unknown,5,jun,49,1,-1,0,unknown,1
7322,49,unemployed,divorced,secondary,no,66,no,no,cellular,9,jul,218,3,-1,0,unknown,1
7323,36,management,married,tertiary,no,6404,yes,yes,telephone,9,jul,304,1,-1,0,unknown,1
7324,27,management,single,tertiary,no,170,no,no,cellular,29,jan,76,2,-1,0,unknown,1
7325,32,management,single,tertiary,no,574,yes,no,cellular,20,nov,171,1,127,2,failure,1
7326,54,technician,married,secondary,no,7252,no,no,unknown,23,may,139,2,-1,0,unknown,1
7327,30,management,single,tertiary,no,5074,yes,no,cellular,25,jul,153,2,-1,0,unknown,1
7328,34,technician,single,secondary,no,1161,yes,no,cellular,20,apr,17,5,334,1,failure,1
7329,26,blue-collar,single,secondary,no,114,no,yes,cellular,29,jul,361,4,-1,0,unknown,1
7330,32,management,single,tertiary,no,863,yes,no,unknown,20,may,264,1,-1,0,unknown,1
7331,49,technician,married,secondary,no,905,no,no,cellular,12,aug,90,1,68,1,success,1
